# Indonesian for Hushfacebook: the English key, a tab, the translation. One row per string.
# After editing, run python scripts/gen-l10n.py from the repository root.
Diagnostic report copied to the clipboard.	Laporan diagnostik disalin ke papan klip.
Download	Unduh
Download button on reels	Tombol Unduh di Reels
Download failed	Unduhan gagal
Download feed and Watch videos	Unduh video dari Kabar Beranda dan Watch
Download to phone	Unduh ke ponsel
Downloads	Unduhan
Empties the log and the filter counts a report would include.	Mengosongkan log dan hitungan filter yang akan dimasukkan ke laporan.
Every switch but Debug logging acts as if it were off, and what was set when you patched stays in. Your settings stay as they are.	Semua sakelar kecuali Pencatatan debug dianggap nonaktif, dan yang diatur saat Anda menambal tetap aktif. Pengaturan Anda tetap seperti semula.
Export diagnostic report	Ekspor laporan diagnostik
Export settings	Ekspor pengaturan
Facebook closed three times within a minute of starting, so Hushfacebook paused itself.	Facebook tertutup tiga kali dalam satu menit setelah dibuka, jadi Hushfacebook menjeda dirinya sendiri.
Facebook doesn't download ads or its ad model in the background.	Facebook tidak mengunduh iklan atau model iklannya di latar belakang.
Facebook doesn't serve ads to other apps on this phone.	Facebook tidak menayangkan iklan ke aplikasi lain di ponsel ini.
Facebook dark mode and this screen use your wallpaper colours. Android 11 uses blue instead. Turn on Facebook dark mode to see it.	Mode gelap Facebook dan halaman ini memakai warna wallpaper Anda. Android 11 memakai biru. Aktifkan mode gelap Facebook untuk melihatnya.
From the next start, the switches above stop running and Facebook's own behaviour returns. Debug logging keeps working, and your choices stay.	Mulai pembukaan berikutnya, tombol di atas berhenti bekerja dan perilaku Facebook kembali. Pencatatan debug tetap berjalan dan pilihan Anda tersimpan.
Full report saved to %1$s	Laporan lengkap disimpan ke %1$s
GPL-3.0, with the notices of the projects this is built on	GPL-3.0, beserta pemberitahuan dari proyek yang menjadi dasarnya
Hide "People you may know"	Sembunyikan “Orang yang Mungkin Anda Kenal”
Hide "Suggested for you" posts	Sembunyikan postingan “Disarankan untuk Anda”
Hide AI-detected posts	Sembunyikan postingan yang terdeteksi dibuat dengan AI
Hide promoted posts	Sembunyikan postingan promosi
Hide Reels in the feed	Sembunyikan Reels di Kabar Beranda
Hide sponsored posts	Sembunyikan postingan bersponsor
Hide sponsored reels	Sembunyikan Reels bersponsor
Hide sponsored stories	Sembunyikan cerita bersponsor
Hide suggested and promoted units	Sembunyikan kartu saran dan promosi
Hide the Stories tray	Sembunyikan deretan Cerita
How far a photo or video you're saving has got, with a button to cancel it	Progres foto atau video yang sedang Anda simpan, dengan tombol untuk membatalkannya
Hushfacebook %1$s on Facebook %2$s	Hushfacebook %1$s di Facebook %2$s
Hushfacebook is on	Hushfacebook aktif
Hushfacebook is paused	Hushfacebook dijeda
Hushfacebook saves	Penyimpanan Hushfacebook
Hushfacebook settings	Pengaturan Hushfacebook
Hushfacebook settings couldn't open	Pengaturan Hushfacebook tidak dapat dibuka
Hushfacebook turns back on when Facebook restarts.	Hushfacebook aktif lagi saat Facebook dimulai ulang.
Import	Impor
Import settings	Impor pengaturan
Importing settings	Mengimpor pengaturan
Licenses	Lisensi
Link expired. Reopen the item and try again	Tautan kedaluwarsa. Buka ulang kontennya lalu coba lagi
Links	Tautan
Material You theme	Tema Material You
News feed	Kabar Beranda
No matching diagnostics found.	Tidak ditemukan diagnostik yang cocok.
No screenshot watching for ads, and no reports of which apps you install.	Tangkapan layar iklan tidak dipantau, dan aplikasi yang Anda pasang tidak dilaporkan.
Not saved: that isn't a Facebook photo or video	Tidak disimpan: itu bukan foto atau video Facebook
Not saved: the file is over 512 MB	Tidak disimpan: file lebih dari 512 MB
OK	Oke
Choose a folder name under Movies and Pictures. Invalid characters become underscores. Leave blank for %1$s.	Pilih nama folder di Movies dan Pictures. Karakter yang tidak valid menjadi garis bawah. Kosongkan untuk memakai %1$s.
Open links in your browser	Buka tautan di browser Anda
Paid ads in the feed. They're dropped before Facebook adds them, so no gap is left.	Iklan berbayar di Kabar Beranda. Iklannya dibuang sebelum ditambahkan Facebook, jadi tidak meninggalkan ruang kosong.
Pause Hushfacebook	Jeda Hushfacebook
Posts Facebook files as promotions rather than as ads.	Postingan yang dikategorikan Facebook sebagai promosi, bukan iklan.
Posts Facebook slips into your feed from people and pages you don't follow and groups you haven't joined.	Postingan dari orang dan Halaman yang tidak Anda ikuti serta dari grup tempat Anda belum bergabung, yang diselipkan Facebook ke Kabar Beranda Anda.
Posts Facebook marks as AI-made. Labels added only by the person sharing stay. This switch starts off until it's tested on a real feed.	Postingan yang ditandai Facebook sebagai buatan AI. Label yang hanya ditambahkan pengunggah tetap ada. Tombol ini awalnya mati sampai diuji di beranda sungguhan.
Profiles and some Settings pages open again on this re-signed build.	Profil dan beberapa halaman Pengaturan dapat dibuka lagi di build yang ditandatangani ulang ini.
Re-signed build fix	Perbaikan build yang ditandatangani ulang
Reading the settings file	Membaca file pengaturan
Reels and Watch	Reels dan Watch
Remove tracking from shared links	Hapus pelacakan dari tautan yang dibagikan
Retry	Coba lagi
Save any story	Simpan cerita apa pun
Save cancelled	Penyimpanan dibatalkan
Save folder	Folder simpan
Save full report	Simpan laporan lengkap
Saved to %1$s	Disimpan ke %1$s
Saved to the gallery	Disimpan ke galeri
Saved. Restart Facebook to apply this change.	Tersimpan. Mulai ulang Facebook untuk menerapkan perubahan ini.
Save your switches and download settings to a file. Pause and debug logging aren't included.	Simpan tombol dan pengaturan unduhan Anda ke sebuah berkas. Jeda dan pencatatan debug tidak disertakan.
Saves will go to a folder named %1$s.	Semua yang Anda simpan akan masuk ke folder bernama %1$s.
Saving a photo	Menyimpan foto
Saving a video	Menyimpan video
Saving the settings file	Menyimpan file pengaturan
Saving...	Menyimpan...
Set when you patched	Diatur saat Anda menambal
Settings couldn't open	Pengaturan tidak dapat dibuka
Settings couldn't refresh completely. Reopen settings and try again.	Pengaturan tidak dapat dimuat ulang sepenuhnya. Buka kembali pengaturan lalu coba lagi.
Settings exported.	Pengaturan diekspor.
Settings imported. %1$d switch changed.	Pengaturan diimpor. %1$d sakelar berubah.
Settings imported. %1$d switches changed.	Pengaturan diimpor. %1$d sakelar berubah.
Settings imported. Saves will go to a folder named %1$s.	Pengaturan diimpor. Semua yang Anda simpan akan masuk ke folder bernama %1$s.
Source code and issues	Kode sumber dan laporan masalah
Stays in while paused	Tetap aktif saat dijeda
Stories	Cerita
Takes tracking tags such as mibextid off the links you share or copy. A facebook.com/share/ link is made for one share, so Facebook can still trace it back to you.	Menghapus tag pelacakan seperti mibextid dari tautan yang Anda bagikan atau salin. Tautan facebook.com/share/ dibuat khusus untuk satu kali berbagi, jadi Facebook tetap dapat mengaitkannya dengan Anda.
Tap to turn it back on.	Ketuk untuk mengaktifkan Hushfacebook lagi.
That file is too large to be a settings file. Nothing was changed.	File itu terlalu besar untuk sebuah file pengaturan. Tidak ada yang diubah.
That file isn't readable text, so it may have been damaged on the way. Nothing was changed.	File itu bukan teks yang dapat dibaca, jadi mungkin rusak saat ditransfer. Tidak ada yang diubah.
That file lists a setting twice, so there's no telling which value to use. Nothing was changed.	File itu mencantumkan satu pengaturan dua kali, jadi tidak jelas nilai mana yang harus dipakai. Tidak ada yang diubah.
That isn't a Hushfacebook settings file. Nothing was changed.	Itu bukan file pengaturan Hushfacebook. Tidak ada yang diubah.
That settings file holds a value Hushfacebook can't read. Nothing was changed.	File pengaturan itu memuat nilai yang tidak dapat dibaca Hushfacebook. Tidak ada yang diubah.
That settings file is damaged or only partly downloaded. Nothing was changed.	File pengaturan itu rusak atau hanya terunduh sebagian. Tidak ada yang diubah.
That settings file was written by a newer Hushfacebook than this one. Nothing was changed.	File pengaturan itu dibuat oleh versi Hushfacebook yang lebih baru daripada versi ini. Tidak ada yang diubah.
the ad telemetry block	pemblokir telemetri iklan
the AMOLED black theme	tema hitam AMOLED
the Audience Network block	pemblokir Audience Network
the background ad prefetch block	pemblokir pramuat iklan di latar belakang
The diagnostic report couldn't be saved yet. Try again in a moment.	Laporan diagnostik belum dapat disimpan. Coba lagi dalam beberapa saat.
The diagnostic report couldn't be saved. Try again.	Laporan diagnostik tidak dapat disimpan. Coba lagi.
The file %1$s couldn't be removed. Delete it from %2$s to turn Hushfacebook back on.	File %1$s tidak dapat dihapus. Hapus file itu dari %2$s untuk mengaktifkan Hushfacebook lagi.
the Material You theme	tema Material You
the part of the Reels ad block patched into the app	bagian pemblokir iklan Reels yang ditambalkan ke aplikasi
the re-signed build fix	perbaikan build yang ditandatangani ulang
The row of friend suggestions between posts.	Deretan saran pertemanan di antara postingan.
The row of stories at the top of the feed, Create story included.	Deretan cerita di bagian atas Kabar Beranda, termasuk “Buat cerita”.
The rows of reels between posts, and the reels Facebook adds where your feed ends.	Deretan Reels di antara postingan, dan Reels yang ditambahkan Facebook di akhir Kabar Beranda Anda.
The setting couldn't finish updating. Its saved value is shown.	Pengaturan ini tidak dapat selesai diperbarui. Nilai yang tersimpan ditampilkan.
There is no diagnostic data to clear.	Tidak ada data diagnostik yang dapat dihapus.
There is no diagnostic data to put back.	Tidak ada data diagnostik yang dapat dikembalikan.
They're chosen in Morphe Manager when you patch, and Pause doesn't turn them off. Patch again to change them.	Semua ini dipilih di Morphe Manager saat Anda menambal, dan Jeda tidak mematikannya. Tambal ulang untuk mengubahnya.
This phone has no file picker, so there's no way to choose a file here.	Ponsel ini tidak memiliki pemilih file, jadi file tidak dapat dipilih di sini.
Try again, or go back to Facebook.	Coba lagi, atau kembali ke Facebook.
Version	Versi
Version %1$s for Facebook %2$s	Versi %1$s untuk Facebook %2$s
Videos go to %1$s and photos to %2$s.	Video disimpan ke %1$s dan foto ke %2$s.
Web links leave Facebook's in-app browser. Facebook's own pages still open in the app.	Tautan web tidak lagi dibuka di browser dalam aplikasi Facebook. Tautan ke Facebook sendiri tetap dibuka di aplikasi.
Writes what each patch does to the Android log. Leave it off unless you're reporting a problem.	Mencatat ke log Android apa yang dilakukan setiap tambalan. Biarkan nonaktif kecuali Anda sedang melaporkan masalah.
You paused Hushfacebook.	Anda menjeda Hushfacebook.
Your switches already match that file, so nothing will change.	Sakelar Anda sudah sesuai dengan file itu, jadi tidak ada yang akan berubah.
Keep feed position on return	Pertahankan posisi beranda saat kembali
Returning to Facebook within ten minutes keeps your place. Pull to refresh still works.	Jika kembali ke Facebook dalam sepuluh menit, posisi beranda tetap sama. Tarik ke bawah untuk memuat ulang masih berfungsi.
A finished Story stays on screen until you tap or swipe. Turn this off for Facebook's timing.	Cerita yang selesai tetap di layar sampai Anda mengetuk atau menggeser. Matikan ini untuk memakai waktu bawaan Facebook.
Stop Story auto-advance	Hentikan perpindahan otomatis Cerita
Copy a short report to the clipboard.	Salin laporan singkat ke papan klip.
Save the full report in Download/Morphe.	Simpan laporan lengkap di Download/Morphe.
Folder set to %1$s.	Folder diatur menjadi %1$s.
Save	Simpan
Folder name	Nama folder
Hide prompts and promos under reels	Sembunyikan ajakan dan promosi di bawah reel
Remix, Use template, Add yours and Edits buttons, plus Stars, games, partner apps and outside links. The song and other labels stay.	Tombol untuk Remix, memakai templat, menambahkan milik Anda, dan Edits, serta tombol Bintang, game, aplikasi mitra, dan tautan eksternal. Lagu dan label lainnya tetap ada.
Hide the Follow button on reels	Sembunyikan tombol Ikuti di reel
The Follow button next to the reel's author. You can still follow them from their profile.	Tombol Ikuti di samping nama pembuat reel. Anda tetap bisa mengikutinya dari profilnya.
Hide comment and reaction previews	Sembunyikan pratinjau komentar dan reaksi
The comment Facebook previews under a reel and the bubbles of friends who reacted. Open the comments to see them all.	Komentar yang ditampilkan Facebook sebagai pratinjau di bawah reel, dan gelembung teman yang memberi reaksi. Buka komentar untuk melihat semuanya.
Download quality	Kualitas unduhan
Best	Terbaik
Smallest	Terkecil
Each video saves at the best quality the player streams.	Setiap video disimpan dengan kualitas streaming terbaik dari pemutar.
Each video saves at its lowest quality, for the smallest file.	Setiap video disimpan dengan kualitas terendahnya, agar ukuran filenya sekecil mungkin.
Each video saves at %1$s, or the closest quality it has.	Setiap video disimpan dalam %1$s, atau kualitas terdekat yang dimilikinya.
Videos will save at the best quality.	Video akan disimpan dengan kualitas terbaik.
Videos will save at their lowest quality, for the smallest files.	Video akan disimpan dengan kualitas terendahnya, agar ukuran filenya sekecil mungkin.
Videos will save at %1$s, or the closest quality each one has.	Video akan disimpan dalam %1$s, atau kualitas terdekat yang dimiliki tiap video.
Settings imported.	Pengaturan diimpor.
