# German for Hushfacebook: the English key, a tab, the translation. One row per string.
# After editing, run python scripts/gen-l10n.py from the repository root.
That file is too large to be a settings file. Nothing was changed.	Diese Datei ist zu groß für eine Einstellungsdatei. Es wurde nichts geändert.
That file isn't readable text, so it may have been damaged on the way. Nothing was changed.	Diese Datei ist kein lesbarer Text, sie wurde also womöglich bei der Übertragung beschädigt. Es wurde nichts geändert.
That file lists a setting twice, so there's no telling which value to use. Nothing was changed.	Diese Datei führt eine Einstellung zweimal auf, daher ist unklar, welcher Wert gilt. Es wurde nichts geändert.
That isn't a Hushfacebook settings file. Nothing was changed.	Das ist keine Hushfacebook-Einstellungsdatei. Es wurde nichts geändert.
That settings file holds a value Hushfacebook can't read. Nothing was changed.	Diese Einstellungsdatei enthält einen Wert, den Hushfacebook nicht lesen kann. Es wurde nichts geändert.
That settings file is damaged or only partly downloaded. Nothing was changed.	Diese Einstellungsdatei ist beschädigt oder nur teilweise heruntergeladen. Es wurde nichts geändert.
That settings file was written by a newer Hushfacebook than this one. Nothing was changed.	Diese Einstellungsdatei stammt aus einer neueren Hushfacebook-Version als dieser. Es wurde nichts geändert.
the ad telemetry block	die Sperre für Werbe-Telemetrie
the AMOLED black theme	das schwarze AMOLED-Design
the Audience Network block	die Sperre für das Audience Network
the background ad prefetch block	die Sperre für das Vorabladen von Werbung im Hintergrund
The diagnostic report couldn't be saved yet. Try again in a moment.	Der Diagnosebericht ließ sich noch nicht speichern. Versuche es gleich noch einmal.
The diagnostic report couldn't be saved. Try again.	Der Diagnosebericht ließ sich nicht speichern. Versuche es noch einmal.
The file %1$s couldn't be removed. Delete it from %2$s to turn Hushfacebook back on.	Die Datei %1$s ließ sich nicht entfernen. Lösche sie aus %2$s, um Hushfacebook wieder einzuschalten.
the Material You theme	das Material-You-Design
the part of the Reels ad block patched into the app	der in die App gepatchte Teil der Reels-Werbesperre
the re-signed build fix	der Fix für neu signierte Builds
The row of friend suggestions between posts.	Die Reihe mit Freundschaftsvorschlägen zwischen den Beiträgen.
The row of stories at the top of the feed, Create story included.	Die Reihe mit Stories oben im Feed, „Story erstellen“ eingeschlossen.
The rows of reels between posts, and the reels Facebook adds where your feed ends.	Die Reihen mit Reels zwischen den Beiträgen und die Reels, die Facebook dort anhängt, wo dein Feed endet.
The setting couldn't finish updating. Its saved value is shown.	Die Einstellung ließ sich nicht vollständig aktualisieren. Der gespeicherte Wert wird angezeigt.
There's no diagnostic data to clear.	Es gibt keine Diagnosedaten zum Löschen.
There's no diagnostic data to put back.	Es gibt keine Diagnosedaten zum Wiederherstellen.
They're chosen in Morphe Manager when you patch, and Pause doesn't turn them off. Patch again to change them.	Diese werden beim Patchen in Morphe Manager ausgewählt, und die Pause schaltet sie nicht aus. Patche erneut, um sie zu ändern.
This phone has no file picker, so there's no way to choose a file here.	Dieses Handy hat keine Dateiauswahl, hier lässt sich also keine Datei wählen.
Try again, or go back to Facebook.	Versuche es noch einmal oder kehre zu Facebook zurück.
Version	Version
Version %1$s for Facebook %2$s	Version %1$s für Facebook %2$s
Videos go to %1$s and photos to %2$s.	Videos landen in %1$s und Fotos in %2$s.
Web links leave Facebook's in-app browser. Facebook's own pages still open in the app.	Weblinks öffnen sich nicht mehr im In-App-Browser von Facebook. Facebooks eigene Seiten öffnen sich weiterhin in der App.
Writes what each patch does to the Android log and the diagnostic report, and shows errors on screen. Leave it off unless you're reporting a problem.	Schreibt ins Android-Protokoll und in den Diagnosebericht, was jeder Patch tut, und zeigt Fehler auf dem Bildschirm an. Lass den Schalter aus, außer du meldest ein Problem.
You paused Hushfacebook.	Du hast Hushfacebook pausiert.
Your switches already match that file, so nothing will change.	Deine Schalter entsprechen bereits dieser Datei, es ändert sich also nichts.
Keep feed position on return	Feedposition beim Zurückkehren beibehalten
Returning to Facebook within ten minutes keeps your place. Pull to refresh still works.	Wenn du innerhalb von zehn Minuten zu Facebook zurückkehrst, bleibst du an derselben Stelle. Zum Aktualisieren kannst du weiter nach unten ziehen.
A finished story stays on screen until you tap or swipe. Turn this off for Facebook's timing.	Eine abgeschlossene Story bleibt sichtbar, bis du tippst oder wischst. Schalte dies aus, um Facebooks Zeitsteuerung zu nutzen.
Stop Story auto-advance	Automatisches Weiterspringen bei Stories stoppen
Copy a short report to the clipboard.	Kurzen Bericht in die Zwischenablage kopieren.
Save the full report in Download/Morphe.	Vollständigen Bericht unter Download/Morphe speichern.
Folder set to %1$s.	Ordner auf %1$s gesetzt.
Save	Speichern
Folder name	Ordnername
Hide prompts and promos under reels	Aufforderungen und Werbung unter Reels ausblenden
Remix, Use template, Add yours and Edits buttons, plus Stars, games, partner apps and outside links. The song and other labels stay.	Die Buttons Remix, Vorlage verwenden, „Du bist dran“ und Edits sowie die für Sterne, Spiele, Partner-Apps und externe Links. Der Song und andere Hinweise bleiben.
Hide the Follow button on reels	Folgen-Button bei Reels ausblenden
The Follow button next to the reel's author. You can still follow them from their profile.	Der Folgen-Button neben der Person, die das Reel gepostet hat. Über ihr Profil kannst du ihr weiterhin folgen.
Hide comment and reaction previews	Vorschau von Kommentaren und Reaktionen ausblenden
The comment Facebook previews under a reel and the bubbles of friends who reacted. Open the comments to see them all.	Der Kommentar, den Facebook unter einem Reel als Vorschau zeigt, und die Blasen der Freunde, die reagiert haben. Öffne die Kommentare, um alle zu sehen.
Download quality	Download-Qualität
Best	Beste
Smallest	Kleinste
Each video saves at the best quality the player streams.	Jedes Video wird in der besten Qualität gespeichert, die der Player streamt.
Each video saves at its lowest quality, for the smallest file.	Jedes Video wird in seiner niedrigsten Qualität gespeichert, damit die Datei so klein wie möglich ist.
Each video saves at %1$s, or the closest quality it has.	Jedes Video wird in %1$s gespeichert oder in der nächstliegenden Qualität, die es hat.
Videos will save at the best quality.	Videos werden dann in der besten Qualität gespeichert.
Videos will save at their lowest quality, for the smallest files.	Videos werden dann in ihrer niedrigsten Qualität gespeichert, damit die Dateien so klein wie möglich sind.
Videos will save at %1$s, or the closest quality each one has.	Videos werden dann in %1$s gespeichert oder in der nächstliegenden Qualität, die das jeweilige Video hat.
Settings imported.	Einstellungen importiert.
Video file name	Dateiname für Videos
%1$s becomes the date and time of the save, %2$s the video's number on Facebook. A name with neither gets the date added. Invalid characters become underscores. Leave it blank to use the default, %3$s.	%1$s wird zu Datum und Uhrzeit des Speicherns, %2$s zur Nummer des Videos auf Facebook. Ein Name ohne beides bekommt das Datum angehängt. Ungültige Zeichen werden zu Unterstrichen. Lass das Feld leer, um den Standardnamen %3$s zu verwenden.
Videos are named %1$s. Photos keep Facebook's own %2$s names.	Videos heißen %1$s. Fotos behalten Facebooks eigene Namen mit %2$s.
Saved videos will be named %1$s.	Gespeicherte Videos heißen dann %1$s.
File name	Dateiname
File name set to %1$s.	Dateiname auf %1$s gesetzt.
No app on this phone can open the link. The address is %1$s.	Keine App auf diesem Handy kann den Link öffnen. Die Adresse ist %1$s.
Hushfacebook pauses when Facebook restarts.	Hushfacebook pausiert, sobald Facebook neu startet.
Pause, backup and diagnostics	Pause, Sicherung und Diagnose
